deal_id,issue_date,issuer_name,issue_type,transaction_status,nation,filing_date,offer_price,stock_1d,stock_1w,stock_1m,ipo_proceeds,market_value_before,market_value_after,exchange,security_type,technique,spread,sub_region,region,economic_sector,business_sector,bookrunner,target_market
1.54E+11,5/25/2021,EG Acquisition Corp,IPO,Live,United States,5/25/2021,10,9.94,9.97,9.96,225,64.69,289.69,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,BTIG LLC,United States Of America (North America)
1.54E+11,5/25/2021,Neuberger Berman Next Generation Connectivity Fund Inc,IPO,Live,United States,5/24/2021,20,20,20.15,20,1500,NA,NA,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,3,North America,Americas,Financials,Collective Investments,"BofA Securities Inc|Morgan Stanley & Co LLC|UBS Securities LLC|Wells Fargo Securities LLC|Oppenheimer & Co Inc|RBC Capital Markets LLC|Stifel Nicolaus & Co Inc|B Riley FBR|Brookline Capital Markets|DA Davidson & Co Inc|Drexel Hamilton LLC|GMS Group|Hennion & Walsh, Inc|Hilltop Securities Inc|InCapital LLC|Janney Montgomery Scott LLC|JonesTrading Institutional Services LLC|Ladenburg Thalmann & Co|Maxim Group LLC|National Securities Corp (US)|Newbridge Securities|Pershing LLC|Rockefeller Securities Group, Inc.|Wedbush Securities, Inc.|Aegis Capital Corp.|Alexander Capital LP|Huntleigh Securities Corporation|Regal Securities Inc|Synovus Securities Inc",United States Of America (North America)
1.54E+11,5/25/2021,Paymentus Holdings Inc,IPO,Live,United States,5/17/2021,21,28,33.5,34.93,241.5,2173.06,2414.56,New York Stock Exchange,Class A Common Shares,Firm Commitment|Negotiated Sale,7,North America,Americas,Industrials,Industrial & Commercial Services,Goldman Sachs & Co|JP Morgan Securities LLC|BofA Securities Inc|Citigroup Global Markets Inc|Robert W Baird & Co Inc|Nomura Securities International Inc|Raymond James & Associates Inc|Wells Fargo Securities LLC|Fifth Third Securities Inc|PNC Capital Markets|Amerivet Securities Inc|CL King & Associates Inc,United States Of America (North America)
1.54E+11,5/25/2021,Flywire Corp,IPO,Live,United States,5/18/2021,24,33.31,32.54,37.25,288.14,2186.41,2474.56,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,6.75,North America,Americas,Industrials,Industrial & Commercial Services,Goldman Sachs & Co|JP Morgan Securities LLC|Citigroup Global Markets Inc|BofA Securities Inc|Raymond James & Associates Inc|RBC Capital Markets LLC|William Blair & Co|Guggenheim Securities LLC|Nomura Securities International Inc|Amerivet Securities Inc|Samuel A. Ramirez & Co.|Siebert Williams Shank & Co|Telsey Advisory Group LLC,United States Of America (North America)
1.54E+11,5/25/2021,Post Holdings Partnering Corp,IPO,Live,United States,4/8/2021,10,10.05,10.07,10.15,300,86.25,386.25,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Evercore Group|Barclays Capital Inc|I-Bankers Securities Inc,United States Of America (North America)
1.54E+11,5/20/2021,Graf Acquisition Corp IV,IPO,Live,United States,5/4/2021,10,9.93,10,9.98,150,43.13,193.13,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,JP Morgan Securities LLC|Oppenheimer & Co Inc,United States Of America (North America)
1.54E+11,5/19/2021,Procore Technologies Inc,IPO,Live,United States,5/10/2021,67,88.62,82.3,84.83,697.47,7950.54,8648.01,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,4.87,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|JP Morgan Securities LLC|Barclays Capital Inc|Jefferies LLC|Canaccord Genuity|KeyBanc Capital Markets Inc|Oppenheimer & Co Inc|Piper Sandler & Co|Stifel Nicolaus & Co Inc|William Blair & Co,United States Of America (North America)
1.54E+11,5/18/2021,GigInternational1 Inc,IPO,Live,United States,4/15/2021,10,9.94,9.98,10.05,200,57.5,257.5,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,Oppenheimer & Co Inc|William Blair & Co,United States Of America (North America)
1.54E+11,5/18/2021,Skydeck Acquisition Corp,IPO,Live,United States,5/5/2021,10,10,9.93,9.97,200,718.75,918.75,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,JP Morgan Securities LLC|Morgan Stanley & Co LLC,United States Of America (North America)
1.54E+11,5/17/2021,Catalyst Partners Acquisition Corp,IPO,Live,United States,5/3/2021,10,9.94,10,10.09,343.6,138,481.6,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Goldman Sachs & Co,United States Of America (North America)
1.54E+11,5/17/2021,Mountain Crest Acquisition Corp III,IPO,Live,United States,4/26/2021,10,10.01,10.1,10.16,50,14.38,64.38,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC|B Riley FBR,United States Of America (North America)
1.54E+11,5/17/2021,Angel Pond Holdings Corp,IPO,Live,United States,3/8/2021,10,9.86,9.93,10,265.51,86.25,351.76,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Goldman Sachs (Asia)|JP Morgan Securities LLC,United States Of America (North America)
1.54E+11,5/13/2021,Vera Therapeutics Inc,IPO,Live,United States,5/10/2021,11,12.25,19.75,14.61,55.03,174.02,229.05,Nasdaq,Class A Common Shares,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Jefferies LLC|Cowen & Co|Evercore Group,United States Of America (North America)
1.54E+11,5/13/2021,Osiris Acquisition Corp,IPO,Live,United States,5/13/2021,10,9.93,9.98,9.95,230,66.13,296.13,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,Jefferies LLC|B Riley FBR,United States Of America (North America)
1.54E+11,5/13/2021,Digital Brands Group Inc,IPO,Live,United States,5/11/2021,4.15,4.05,3.05,3.44,10,33.54,43.54,Nasdaq,Ordinary Or Common Shares,Firm Commitment|Negotiated Sale,7.95,North America,Americas,Consumer Cyclicals,Retailers,Kingswood Capital Markets LLC|WestPark Capital Inc,United States Of America (North America)
1.54E+11,5/12/2021,Orion Biotech Opportunities Corp,IPO,Live,United States,5/12/2021,10,10,10.04,10.2,200,57.5,257.5,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Cantor Fitzgerald & Co,United States Of America (North America)
1.54E+11,5/11/2021,iPower Inc,IPO,Live,United States,5/7/2021,5,5.03,5.09,7.8,16.8,108.02,124.82,Nasdaq,Class A Common Shares,Firm Commitment|Negotiated Sale,7,North America,Americas,Consumer Cyclicals,Retailers,DA Davidson & Co Inc|Roth Capital Partners Inc|US Tiger Securities Inc,United States Of America (North America)
1.54E+11,5/7/2021,B Riley Principal 250 Merger Corp,IPO,Live,United States,5/7/2021,10,10,10,9.95,172.5,71.88,244.38,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,B Riley & Company,United States Of America (North America)
1.54E+11,5/6/2021,Bowman Consulting Group Ltd,IPO,Live,United States,5/6/2021,14,14,13.83,13.8,51.66,80.84,132.5,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Industrials,Industrial & Commercial Services,DA Davidson & Co Inc|B Riley FBR,United States Of America (North America)
1.54E+11,5/6/2021,Anebulo Pharmaceuticals Inc,IPO,Live,United States,5/5/2021,7,7.05,7.03,7.4,21,NA,NA,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,4.29,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Benchmark Co LLC,United States Of America (North America)
1.54E+11,5/6/2021,Talaris Therapeutics Inc,IPO,Live,United States,5/3/2021,17,15.28,13.83,17.08,150.03,2947.87,3097.89,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Morgan Stanley & Co LLC|SVB Leerink LLC|Evercore Group|Guggenheim Securities LLC,United States Of America (North America)
1.54E+11,5/4/2021,Five Star Bancorp,IPO,Live,United States,4/26/2021,20,24.34,24.79,25,105.3,220.01,325.31,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,NA,North America,Americas,Financials,Banking & Investment Services,Keefe Bruyette & Woods Inc|Stephens Inc|DA Davidson & Co Inc,United States Of America (North America)
1.54E+11,5/4/2021,Honest Co Inc,IPO,Live,United States,4/26/2021,16,20.58,15.45,19.25,474.85,1345.06,1510.23,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,NA,North America,Americas,Consumer Non-Cyclicals,Personal & Household Products & Services,Morgan Stanley & Co LLC|JP Morgan Securities LLC|Jefferies LLC|BofA Securities Inc|Citigroup Global Markets Inc|William Blair & Co|Guggenheim Securities LLC|Telsey Advisory Group LLC|CL King & Associates Inc|Penserra Capital Management LLC|Samuel A. Ramirez & Co.|Loop Capital Markets,United States Of America (North America)
1.54E+11,5/4/2021,Maquia Capital Acquisition Corp,IPO,Live,United States,5/4/2021,10,10,10,10.01,160,47.6,207.6,Nasdaq,Units,Negotiated Sale|Firm Commitment,1,North America,Americas,Financials,Investment Holding Companies,Kingswood Capital Markets LLC,United States Of America (North America)
1.54E+11,5/3/2021,Alfi Inc,IPO,Live,United States,4/26/2021,4.15,3.58,4.18,2.92,15.49,33.47,48.95,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7.95,North America,Americas,Technology,Software & IT Services,Kingswood Capital Markets LLC|Revere Securities Corp|WestPark Capital Inc,United States Of America (North America)
1.54E+11,5/3/2021,Valor Latitude Acquisition Corp,IPO,Live,United States,3/11/2021,10,10,10,9.95,230,57.5,287.5,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,BofA Securities Inc|Barclays Capital Inc,United States Of America (North America)
1.54E+11,4/29/2021,Werewolf Therapeutics Inc,IPO,Live,United States,4/26/2021,16,16.26,14.25,14.88,120,320.63,440.63,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Jefferies LLC|SVB Leerink LLC|Evercore Group|HC Wainwright & Co Inc,United States Of America (North America)
1.54E+11,4/28/2021,Privia Health Group Inc,IPO,Live,United States,4/28/2021,23,36.32,32.81,34.16,448.5,2207.67,2272.07,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,6,North America,Americas,Healthcare,Healthcare Services & Equipment,Goldman Sachs & Co|JP Morgan Securities LLC|Credit Suisse Securities (USA) LLC|Piper Sandler & Co|William Blair & Co|Canaccord Genuity LLC|Truist Securities Inc|R Seelaus & Company Inc|Siebert Williams Shank & Co,United States Of America (North America)
1.54E+11,4/28/2021,TradeUP Global Corp,IPO,Live,United States,4/22/2021,10,9.83,9.87,9.95,40,11.5,51.5,NA,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,"Tiger Brokers|R. F. Lafferty & Co., Inc.|Ingalls & Snyder",United States Of America (North America)
1.54E+11,4/28/2021,Endeavor Group Holdings Inc,IPO,Live,United States,4/20/2021,24,27.56,28.69,28.5,587.88,NA,NA,New York Stock Exchange,Class A Common Shares,Negotiated Sale|Firm Commitment,5.78,North America,Americas,Consumer Cyclicals,Cyclical Consumer Services,Morgan Stanley & Co LLC|Goldman Sachs & Co|JP Morgan Securities LLC|Deutsche Bank Securities Inc|Barclays Capital Inc|Citigroup Global Markets Inc|Credit Suisse Securities (USA) LLC|Evercore Group|HSBC Securities (USA) Inc|Jefferies LLC|Moelis & Co|Piper Sandler & Co|RBC Capital Markets LLC|UBS Securities LLC|Code Advisors|DBO Partners LLC|LionTree Advisors LLC|Academy Securities Inc|R Seelaus & Company Inc|Samuel A. Ramirez & Co.|Siebert Williams Shank & Co,United States Of America (North America)
1.54E+11,4/28/2021,Aveanna Healthcare Holdings Inc,IPO,Live,United States,4/28/2021,12,11.68,11.5,11.65,506.83,1703.14,2209.97,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,5.75,North America,Americas,Healthcare,Healthcare Services & Equipment,Barclays Capital Inc|JP Morgan Securities LLC|BMO Capital Markets|Credit Suisse Securities (USA) LLC|BofA Securities Inc|Deutsche Bank Securities Inc|Jefferies LLC|RBC Capital Markets LLC|Truist Financial Corp|Raymond James & Associates Inc|Stephens Inc|Drexel Hamilton LLC|Siebert Williams Shank & Co,United States Of America (North America)
1.54E+11,4/28/2021,Big Sky Growth Partners Inc,IPO,Live,United States,4/20/2021,10,10,10.01,10.05,300,75,375,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,Goldman Sachs & Co,United States Of America (North America)
1.54E+11,4/27/2021,FTC Solar Inc,IPO,Live,United States,4/27/2021,13,13.71,12.77,9.91,257.92,876.35,1134.27,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,6.5,North America,Americas,Industrials,Industrial & Commercial Services,Barclays Capital Inc|BofA Securities Inc|UBS Securities LLC|Credit Suisse Securities (USA) LLC|HSBC Securities (USA) Inc|Cowen & Co|Simmons Energy|Raymond James & Associates Inc|Roth Capital Partners Inc,United States Of America (North America)
1.54E+11,4/22/2021,Rain Therapeutics Inc,IPO,Live,United States,4/22/2021,17,15.4,16.37,16,133.37,316.48,449.84,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|Citigroup Global Markets Inc|Piper Sandler & Co|Guggenheim Securities LLC,United States Of America (North America)
1.54E+11,4/22/2021,Impel NeuroPharma Inc,IPO,Live,United States,4/19/2021,15,15.16,15.2,13.62,80,211.22,291.22,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,NA,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,"Cowen & Co|Guggenheim Securities LLC|Wedbush Securities, Inc.",United States Of America (North America)
1.54E+11,4/22/2021,Latham Pool Products Inc,IPO,Live,United States,4/14/2021,19,27.6,26,29.68,380,2083.8,2463.8,NA,Common Stock,Firm Commitment|Negotiated Sale,11.2,North America,Americas,Basic Materials,Chemicals,Barclays Capital Inc|BofA Securities Inc|Morgan Stanley & Co LLC|Goldman Sachs & Co|Nomura Securities International Inc|William Blair & Co|Robert W Baird & Co Inc|KeyBanc Capital Markets Inc|Truist Securities Inc,United States Of America (North America)
1.54E+11,4/22/2021,Treace Medical Concepts Inc,IPO,Live,United States,4/19/2021,17,28.94,31.36,28.77,191.25,751.62,857.87,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Healthcare Services & Equipment,JP Morgan Securities LLC|Morgan Stanley & Co LLC|SVB Leerink LLC|Stifel Nicolaus & Co Inc,United States Of America (North America)
1.54E+11,4/22/2021,Agiliti Inc,IPO,Live,United States,4/15/2021,14,15.8,15.39,16.91,423.68,1385.77,1809.45,NA,Common Stock,Negotiated Sale|Firm Commitment,5.25,North America,Americas,Technology,Software & IT Services,BofA Securities Inc|Goldman Sachs & Co|Morgan Stanley & Co LLC|BMO Capital Markets|Citigroup Global Markets Inc|Jefferies LLC|UBS Securities LLC|KeyBanc Capital Markets Inc|Raymond James & Associates Inc|MUFG Securities Americas Inc|SMBC Nikko Securities America Inc|Mischler Financial Group Inc|Siebert Williams Shank & Co,United States Of America (North America)
1.54E+11,4/21/2021,Zymergen Inc,IPO,Live,United States,4/14/2021,31,39.88,48.42,36.16,575.03,397.18,972.21,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Goldman Sachs & Co|BofA Securities Inc|Cowen & Co|UBS Securities LLC|Lazard Freres SAS,United States Of America (North America)
1.54E+11,4/21/2021,KnowBe4 Inc,IPO,Live,United States,4/16/2021,16,23.06,23.78,17.65,174.8,7.45,174.25,Nasdaq,Class A Common Shares,Firm Commitment|Negotiated Sale,NA,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co LLC|Goldman Sachs & Co|BofA Securities Inc|KKR Capital Markets LLC|Citigroup Global Markets Inc|UBS Securities LLC|Robert W Baird & Co Inc|Canaccord Genuity LLC|Cowen & Co|Needham & Co LLC|Piper Sandler & Co|Truist Securities Inc,United States Of America (North America)
1.54E+11,4/21/2021,NeuroPace Inc,IPO,Live,United States,4/14/2021,17,25.44,24.85,22.73,102,287.78,389.78,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,NA,North America,Americas,Healthcare,Healthcare Services & Equipment,JP Morgan Securities LLC|Morgan Stanley & Co LLC|Wells Fargo Securities LLC|SVB Leerink LLC,United States Of America (North America)
1.54E+11,4/20/2021,Skywater Technology Inc,IPO,Live,United States,4/20/2021,14,19.34,18.62,20.95,112.06,NA,532.22,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Technology,Technology Equipment,Jefferies LLC|Cowen & Co|Piper Sandler & Co,United States Of America (North America)
1.54E+11,4/20/2021,DoubleVerify Holdings Inc,IPO,Live,United States,4/12/2021,27,35.77,34.24,27.33,360,3930.96,4163.9,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,6,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|JP Morgan Securities LLC|Barclays Capital Inc|RBC Capital Markets LLC|Truist Financial Corp|William Blair & Co|KeyBanc Capital Markets Inc|Canaccord Genuity LLC|JMP Securities LLC|Needham & Co LLC|Loop Capital Markets|Capital One Securities Inc,United States Of America (North America)
1.54E+11,4/20/2021,UiPath Inc,IPO,Live,United States,4/19/2021,56,75.5,75.41,72.46,1538.57,23850.48,24578.48,New York Stock Exchange,Class A Common Shares,Firm Commitment|Negotiated Sale,5,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co LLC|JP Morgan Securities LLC|BofA Securities Inc|Credit Suisse Securities (USA) LLC|Barclays Capital Inc|Wells Fargo Securities LLC|SMBC Nikko Securities America Inc|BMO Capital Markets|Mizuho Securities USA Inc|KeyBanc Capital Markets Inc|TD Securities (USA) Inc|Truist Securities Inc|Cowen & Co|Evercore Group|Macquarie Capital (USA) Inc|Nomura Securities International Inc|RBC Capital Markets LLC|Canaccord Genuity LLC|DA Davidson & Co Inc|Oppenheimer & Co Inc|Needham & Co LLC,United States Of America (North America)
1.54E+11,4/15/2021,Biomea Fusion Inc,IPO,Live,United States,4/15/2021,17,17,16.8,15.87,167,336.05,503.05,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,JP Morgan Securities LLC|Jefferies LLC|Piper Sandler & Co,United States Of America (North America)
1.54E+11,4/15/2021,Akoya Biosciences Inc,IPO,Live,United States,4/12/2021,20,22.97,22.35,20.4,131.6,582.19,713.79,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Healthcare Services & Equipment,JP Morgan Securities LLC|Morgan Stanley & Co LLC|Piper Sandler & Co|Canaccord Genuity LLC,United States Of America (North America)
1.54E+11,4/15/2021,Recursion Pharmaceuticals Inc,IPO,Live,United States,4/15/2021,18,28,29.85,21.18,501.82,2312.01,2813.82,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Goldman Sachs & Co|JP Morgan Securities LLC|BofA Securities Inc|SVB Leerink LLC|Allen & Co Inc|KeyBanc Capital Markets Inc,United States Of America (North America)
1.54E+11,4/14/2021,Karat Packaging Inc,IPO,Live,United States,4/6/2021,16,18.12,18.1,16.21,63.2,242.67,305.87,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Basic Materials,Chemicals,Stifel Nicolaus & Co Inc|William Blair & Co|Truist Securities Inc|National Securities Corp (US)|DA Davidson & Co Inc,United States Of America (North America)
1.54E+11,4/14/2021,eSports Technologies Inc,IPO,Live,United States,4/14/2021,6,25.35,21.6,20.88,14.4,63.89,78.29,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,5.7,North America,Americas,Consumer Cyclicals,Cyclical Consumer Services,Boustead Securities LLC,United States Of America (North America)
1.54E+11,4/14/2021,agilon health inc,IPO,Live,United States,4/7/2021,23,30,30.75,29.14,1232.57,7492.23,8724.8,New York Stock Exchange,Common Stock,Negotiated Sale|Firm Commitment,5,North America,Americas,Healthcare,Healthcare Services & Equipment,JP Morgan Securities LLC|Goldman Sachs & Co|BofA Securities Inc|Deutsche Bank Securities Inc|Wells Fargo Securities LLC|William Blair & Co|Truist Securities Inc|Nomura Securities International Inc|Academy Securities Inc|R Seelaus & Company Inc|Samuel A. Ramirez & Co.|Siebert Williams Shank & Co,United States Of America (North America)
1.54E+11,4/14/2021,AppLovin Corp,IPO,Live,United States,4/7/2021,80,61,62.1,49.87,2000,14802.7,16602.7,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,2.62,North America,Americas,Consumer Cyclicals,Cyclical Consumer Services,Morgan Stanley & Co LLC|JP Morgan Securities LLC|KKR Capital Markets LLC|BofA Securities Inc|Citigroup Global Markets Inc|Credit Suisse Securities (USA) LLC|UBS Securities LLC|Oppenheimer & Co Inc|Stifel Nicolaus & Co Inc|Truist Securities Inc|William Blair & Co|LionTree Advisors LLC|LUMA Partners LLC|Raine Securities LLC|Blaylock Van LLC|Guzman & Co|R Seelaus & Company Inc|Roberts & Ryan Investments,United States Of America (North America)
1.54E+11,4/14/2021,TuSimple Holdings Inc,IPO,Live,United States,4/7/2021,40,39.95,38.05,34.73,1351.35,6411.61,7492.7,Nasdaq,Class A Common Shares,Firm Commitment|Negotiated Sale,4.64,North America,Americas,Industrials,Industrial Goods,Morgan Stanley & Co LLC|Citigroup Global Markets Inc|JP Morgan Securities LLC|BofA Securities Inc|Cowen & Co|Credit Suisse Securities (USA) LLC|Nomura Securities International Inc|RBC Capital Markets LLC|Needham & Co LLC|Oppenheimer & Co Inc|Piper Sandler & Co|Robert W Baird & Co Inc|Valuable Capital Ltd,United States Of America (North America)
1.54E+11,4/13/2021,Alkami Technology Inc,IPO,Live,United States,4/12/2021,30,41.63,42.05,32.65,207,2314.06,2521.06,Nasdaq,Common Stock,Negotiated Sale|Firm Commitment,6.84,North America,Americas,Industrials,Industrial & Commercial Services,Goldman Sachs & Co|JP Morgan Securities LLC|Barclays Capital Inc|Citigroup Global Markets Inc|William Blair & Co|JMP Securities LLC|KeyBanc Capital Markets Inc|Needham & Co LLC,United States Of America (North America)
1.54E+11,4/13/2021,TPG Pace Beneficial II Corp,IPO,Live,United States,3/8/2021,10,10.11,10.16,10.02,350,38.89,388.89,New York Stock Exchange,Class A Common Shares,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,Deutsche Bank Securities Inc|JP Morgan Securities LLC|Goldman Sachs & Co|Northland Securities Inc|Siebert Williams Shank & Co,United States Of America (North America)
1.54E+11,4/13/2021,TCV Acquisition Corp,IPO,Live,United States,3/19/2021,10,10.55,10.49,10.15,350,100,450,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc|Goldman Sachs & Co|Morgan Stanley & Co LLC,United States Of America (North America)
1.54E+11,4/8/2021,Aldel Financial Inc,IPO,Live,United States,3/25/2021,10,9.97,10.02,10,100,28.75,130.5,New York Stock Exchange,Units,Negotiated Sale|Firm Commitment,0.5,North America,Americas,Financials,Investment Holding Companies,"ThinkEquity Partners|Bancroft Capital LLC|ViewTrade Securities Inc|Ingalls & Snyder|R. F. Lafferty & Co., Inc.",United States Of America (North America)
1.54E+11,4/8/2021,TPG Pace Solutions Corp,IPO,Live,United States,3/25/2021,10,10.1,10.14,10.1,250,27.78,277.78,New York Stock Exchange,Class A Common Shares,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Deutsche Bank Securities Inc|JP Morgan Securities LLC|Goldman Sachs & Co|Northland Securities Inc|Siebert Williams Shank & Co,United States Of America (North America)
1.54E+11,4/8/2021,Reneo Pharmaceuticals Inc,IPO,Live,United States,4/5/2021,15,12.75,13,14.93,93.75,1205.56,1299.31,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,7,North America,Americas,Healthcare,Pharmaceuticals & Medical Research,Jefferies LLC|SVB Leerink LLC|Piper Sandler & Co,United States Of America (North America)
1.54E+11,4/8/2021,Global SPAC Partners Co,IPO,Live,United States,3/23/2021,10,9.98,10,9.99,160,46,207.75,Nasdaq,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,I-Bankers Securities Inc|Dawson James Securities|Ingalls & Snyder|Ladenburg Thalmann & Co,United States Of America (North America)
1.54E+11,4/6/2021,CM Life Sciences III Inc,IPO,Live,United States,3/25/2021,10,11.25,11.06,10.61,552,115,667,Nasdaq,Units,Firm Commitment|Negotiated Sale,5.5,North America,Americas,Financials,Investment Holding Companies,Jefferies LLC|Cowen & Co,United States Of America (North America)
1.54E+11,4/6/2021,Panacea Acquisition Corp II,IPO,Live,United States,3/9/2021,10,10,9.97,10.02,150,57.5,207.5,Nasdaq,Class A Common Shares,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Cowen & Co,United States Of America (North America)
1.54E+11,3/31/2021,Frontier Group Holdings Inc,IPO,Live,United States,3/31/2021,19,19.13,21.25,21.26,655.5,99.72,470.22,Nasdaq,Common Stock,Firm Commitment|Negotiated Sale,4.91,North America,Americas,Industrials,Transportation,Citigroup Global Markets Inc|Barclays Capital Inc|Deutsche Bank Securities Inc|Morgan Stanley & Co LLC|Evercore Group|BofA Securities Inc|JP Morgan Securities LLC|Nomura Securities International Inc|UBS Securities LLC|Cowen & Co|Raymond James & Associates Inc,United States Of America (North America)
1.54E+11,3/31/2021,Compass Inc,IPO,Live,United States,3/31/2021,18,18.59,16.81,18.83,450,6120.16,6570.16,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,5,North America,Americas,Technology,Software & IT Services,Goldman Sachs & Co|Morgan Stanley & Co LLC|Barclays Capital Inc|Deutsche Bank Securities Inc|UBS Securities LLC|Oppenheimer & Co Inc|Needham & Co LLC|Zelman Partners LLC|Loop Capital Markets|Academy Securities Inc|Blaylock Van LLC|Samuel A. Ramirez & Co.|Siebert Williams Shank & Co,United States Of America (North America)
1.54E+11,3/30/2021,Coursera Inc,IPO,Live,United States,3/30/2021,33,45.78,58,45.4,519.09,3815.02,4298.96,New York Stock Exchange,Common Stock,Firm Commitment|Negotiated Sale,6.5,North America,Americas,Technology,Software & IT Services,Morgan Stanley & Co LLC|Goldman Sachs & Co|Citigroup Global Markets Inc|UBS Securities LLC|KeyBanc Capital Markets Inc|Raymond James & Associates Inc|Stifel Nicolaus & Co Inc|Truist Securities Inc|William Blair & Co|DA Davidson & Co Inc|Needham & Co LLC|Loop Capital Markets|Telsey Advisory Group LLC,United States Of America (North America)
1.54E+11,3/30/2021,Nocturne Acquisition Corp,IPO,Live,United States,3/30/2021,10,10.05,10.1,10.07,100,28.75,128.75,Nasdaq,Units,Negotiated Sale|Firm Commitment,2,North America,Americas,Financials,Investment Holding Companies,Chardan Capital Markets LLC|B Riley FBR,United States Of America (North America)
1.54E+11,3/29/2021,two,IPO,Live,United States,3/29/2021,10,9.95,9.95,9.91,200,50,256,New York Stock Exchange,Units,Firm Commitment|Negotiated Sale,2,North America,Americas,Financials,Investment Holding Companies,Citigroup Global Markets Inc,United States Of America (North America)
